beta,temp,M,Z,U,S,F
50.0,0.02,76048,144009881597.0436,-0.49999971618751377,0.6931619469940183,-0.5138629551273941
0.005,200.0,80850,80850.24501016022,-0.0006061090502642056,11.300350864884107,-2260.070779085872
0.01,100.0,80850,80850.49004066347,-0.0006061575778853849,11.300350864520116,-1130.0356926095894
0.02,50.0,80850,80850.9801628349,-0.0006062548841661219,11.300350863060242,-565.0181494078963
0.05,20.0,80850,80852.45102112832,-0.0006065488255443504,11.30035085276468,-226.00762360411915
0.1,10.0,80850,80854.90410746366,-0.0006070455656073429,11.300350815473253,-113.00411520029814
0.2,5.0,80850,80859.81661674885,-0.0006080654243193734,11.300350662196726,-56.50236137640795
0.5,2.0,80850,80874.60753109433,-0.0006113516771293486,11.300349503168865,-22.60131035801486
1.0,1.0,80850,80899.45714824107,-0.0006177019186052458,11.300344690947751,-11.300962392866358
2.0,0.5,80850,80950.09025262707,-0.0006348015633733935,11.300318470896597,-5.650794037011672
5.0,0.2,80850,81116.76215070799,-0.0007649994536517017,11.299819906444425,-2.2607289807425364
10.0,0.1,80850,81645.04247444874,-0.0024626808853961796,11.285509570915625,-1.1310136379769586
20.0,0.05,80850,125976.2474967851,-0.17535656855305762,8.23671728517158,-0.5871924328116366
50.0,0.02,80850,144009886449.3048,-0.49999969934756744,0.6931628226852821,-0.5138629558012731
0.005,200.0,85850,85850.25001016272,-0.0005824568502807818,11.360356866211418,-2272.071955699134
0.01,100.0,85850,85850.50004067346,-0.0005825025968422385,11.360356865868287,-1136.0362690894256
0.02,50.0,85850,85851.0001628749,-0.0005825943264313159,11.36035686449208,-568.0184258189304
0.05,20.0,85850,85852.50102137832,-0.0005828714203309777,11.360356854786621,-227.20771996715274
0.1,10.0,85850,85855.00410846366,-0.0005833396843470137,11.360356819632983,-113.60415153601419
0.2,5.0,85850,85860.01662074891,-0.0005843010597569174,11.360356675146233,-56.80236767679092
0.5,2.0,85850,85875.10755609516,-0.0005873987048384458,11.360355582644171,-22.72129856399318
1.0,1.0,85850,85900.45724824774,-0.0005933839184032105,11.360351047069436,-11.36094443098784
2.0,0.5,85850,85952.0906526804,-0.0006094981928861543,11.36032633818618,-5.680772667285976
5.0,0.2,85850,86121.76465154154,-0.000732164273254063,11.359856620514519,-2.2727034883761577
10.0,0.1,85850,86655.05248111874,-0.0023318627328111838,11.346371975188077,-1.136969060251619
20.0,0.05,85850,130996.28755017181,-0.168644218102566,8.410039900418736,-0.5891462131235029
50.0,0.02,85850,144009891499.55563,-0.499999681820203,0.6931637341222814,-0.5138629565026487
